gas_id,target_batch,model,budget,frozen_nrmse,light_nrmse,delta_nrmse,d_ref,reference_frozen_nrmse,drift_increase_test,n_reference,n_test
CO,8,pls,10,0.0588818442499116,0.0520904559006271,0.0067913883492844995,-0.0900942903376656,0.0642023738930569,-0.165499294968641,10,141
CO,8,pls,20,0.0588818442499116,0.0525127836715165,0.0063690605783950985,0.1089849222506147,0.0782492777702413,-0.165499294968641,20,141
CO,8,pls,50,0.0588818442499116,0.0526811530298704,0.006200691220041202,-0.086663312490896,0.0644444615293888,-0.165499294968641,50,141
CO,8,random_forest,0,0.048617904578622,0.048617904578622,0.0,,,-0.4009348048827371,0,141
CO,8,random_forest,2,0.048617904578622,0.0585148171592918,-0.009896912580669798,-0.1956675513626724,0.0652766319193096,-0.4009348048827372,2,141
CO,8,random_forest,5,0.048617904578622,0.0538158993319821,-0.005197994753360101,-0.4732819799792245,0.0427464767540004,-0.4009348048827372,5,141
CO,8,random_forest,10,0.048617904578622,0.0535873214674171,-0.004969416888795097,-0.3105359490494858,0.0559543397157982,-0.400934804882737,10,141
CO,8,random_forest,20,0.048617904578622,0.0526501423370012,-0.004032237758379201,-0.2111045824498551,0.0640238198539601,-0.4009348048827372,20,141
CO,8,random_forest,50,0.048617904578622,0.0513841742857137,-0.0027662697070916994,-0.326197390357814,0.0546833153510078,-0.4009348048827372,50,141
CO,8,xgboost,0,0.0533142158383381,0.0533142158383381,0.0,,,-0.3014955716582779,0,141
CO,8,xgboost,2,0.0533142158383381,0.0625219353005695,-0.009207719462231402,0.2028412482632474,0.0918083484186444,-0.3014955716582779,2,141
