gas_id,target_batch,model,budget,n_reference,n_test,residual_df,panel_targets,panel_predictions,extreme_true_gap,extreme_pred_gap,extreme_gap_ratio,panel_rank_agreement,panel_pearson_r,panel_residual_rmse,calibrator_slope,calibrator_intercept,frozen_nrmse,light_nrmse,ratio,window_set
CO,7,random_forest,2,2,139,0,"0.6, 6.1","0.886, 4.976",5.5,4.0900000000000025,0.7436363636363641,1.0,1.0,1.3710242980056706e-15,1.3447432762836173,-0.5907701711491433,0.05938063972697835,0.1008559679859863,1.6984655007036662,fit
CO,7,xgboost,2,2,139,0,"0.6, 6.1","0.869, 4.622",5.5,3.7537821531295776,0.6825058460235596,1.0,1.0,3.925231146709438e-16,1.4651889149759467,-0.6727113147772483,0.06978577247227824,0.12294325833736719,1.7617238296847009,fit
CO,8,pls,2,2,141,0,"0.5, 6.8","0.354, 5.728",6.3,5.3738247917483655,0.8529880621822803,1.0,0.9999999999999998,1.962615573354719e-16,1.1723493496985236,0.0844059156170669,0.058881844249911656,0.06652984095950408,1.129887180115013,fit
CO,8,random_forest,2,2,141,0,"0.5, 6.8","0.707, 6.257",6.3,5.549500000000005,0.8808730158730168,1.0,0.9999999999999998,8.345155887641791e-16,1.135237408775564,-0.3026128480043231,0.048617904578622036,0.05851481715929194,1.2035651817256994,fit
CO,8,xgboost,2,2,141,0,"0.5, 6.8","0.741, 6.018",6.3,5.277320384979248,0.8376699023776585,1.0,1.0,6.329245045284193e-16,1.1937876688198783,-0.3846276111619562,0.05331421583833819,0.06252193530056957,1.1727066471380063,fit
CO,9,pls,2,2,202,0,"0.7, 5.1","0.138, 4.386",4.3999999999999995,4.2484026004093405,0.9655460455475775,1.0,1.0,3.1401849173675503e-16,1.0356833882871772,0.5569762511312284,0.1327562316483089,0.09133091795892337,0.6879595543271567,fit
CO,9,random_forest,2,2,202,0,"0.7, 5.1","0.511, 4.741",4.3999999999999995,4.229500000000006,0.9612500000000015,1.0,1.0,6.329245045284193e-16,1.0403120936280867,0.16840052015604723,0.09124222641344396,0.07930103085840201,0.8691264338406972,fit
CO,9,xgboost,2,2,202,0,"0.7, 5.1","0.412, 4.458",4.3999999999999995,4.045772284269333,0.919493700970303,1.0,1.0,7.850462293418876e-17,1.087555030496394,0.25202485361878946,0.09634483265133527,0.08006589906728209,0.8310346996712795,fit
CO,10,pls,2,2,146,0,"0.7, 4.8","0.355, 3.869",4.1,3.5142232402098186,0.8571276195633705,1.0,0.9999999999999999,6.707437923744493e-16,1.1666874070741184,0.2861480788138544,0.17565509530075818,0.11547890306054355,0.6574184646498273,held
CO,10,random_forest,2,2,146,0,"0.7, 4.8","0.561, 4.035",4.1,3.4740000000000006,0.8473170731707319,1.0,0.9999999999999999,8.345155887641791e-16,1.1801957397812313,0.03791018998272966,0.13009432826443798,0.09555354580380263,0.734494324837701,held
CO,10,xgboost,2,2,146,0,"0.7, 4.8","0.596, 4.026",4.1,3.4306180477142334,0.8367361091985935,1.0,0.9999999999999999,7.406111315403549e-16,1.1951199296965642,-0.011967735198731955,0.1293286642113204,0.09763843217245702,0.7549635865171994,held
CO,11,pls,2,2,189,0,"0.5, 5.7","-0.493, 4.046",5.2,4.539501359272441,0.8729810306293155,1.0,1.0,8.345155887641791e-16,1.1455002627939335,1.0648254883952935,0.1442547854127872,0.14017582497658365,0.9717239159551516,held
CO,11,random_forest,2,2,189,0,"0.5, 5.7","0.343, 4.665",5.2,4.321000000000003,0.8309615384615391,1.0,1.0,1.4812222630807097e-15,1.2034251330710468,0.08662346679009669,0.09997768915832106,0.11431839379571211,1.1434390488330015,held
CO,11,xgboost,2,2,189,0,"0.5, 5.7","0.394, 4.118",5.2,3.7239767611026764,0.71614937713513,1.0,1.0,8.345155887641791e-16,1.3963567265817924,-0.04990474121175037,0.1093478810070328,0.13834534812595184,1.265185450800405,held
CO,12,pls,2,2,189,0,"0.4, 5.4","-0.358, 3.872",5.0,4.230903076064804,0.8461806152129607,1.0,1.0,1.962615573354719e-16,1.1817807948109602,0.8235571173816929,0.16441286544505976,0.0996430190953599,0.6060536614676096,held
CO,12,random_forest,2,2,189,0,"0.4, 5.4","0.316, 4.439",5.0,4.1230000000000055,0.8246000000000011,1.0,0.9999999999999999,6.389813363550566e-16,1.212709192335676,0.016783895221926137,0.09435807578217419,0.07949570928028143,0.8424897246081771,held
CO,12,xgboost,2,2,189,0,"0.4, 5.4","0.323, 4.007",5.0,3.6836891770362854,0.7367378354072571,1.0,1.0,7.850462293418876e-17,1.357334932374168,-0.03835302289087528,0.09286004125027851,0.07967562189034265,0.8580183770928885,held
CO,13,pls,2,2,209,0,"0.5, 4.9","-0.381, 3.389",4.4,3.770589694654979,0.856952203330677,1.0,1.0,3.1401849173675503e-16,1.1669262254223112,0.9449206227955915,0.11746482053839877,0.1458888095113074,1.2419787374860625,held
CO,13,random_forest,2,2,209,0,"0.5, 4.9","0.466, 3.463",4.4,2.997499999999998,0.6812499999999995,1.0,1.0,1.3159772817161405e-15,1.4678899082568813,-0.1840366972477061,0.07867302544505334,0.14091284050608904,1.7911201419920622,held
CO,13,xgboost,2,2,209,0,"0.5, 4.9","0.460, 3.005",4.4,2.544581353664398,0.5783139440146359,1.0,1.0,6.473657049138938e-16,1.7291646005594012,-0.29598522320552334,0.08675620963472962,0.18132897891337457,2.0900979846494616,held
NO2,4,pls,2,2,191,0,"45, 177","59.407, 131.467",132.0,72.05941653670695,0.5459046707326284,1.0,1.0,2.0097183471152322e-14,1.8318216597376886,-63.82336094252486,0.1409191149857765,0.11870646590846921,0.8423730586191285,fit
NO2,4,random_forest,2,2,191,0,"45, 177","51.095, 141.660",132.0,90.565,0.6860984848484848,1.0,1.0,2.0097183471152322e-14,1.4575167007121954,-29.471815822889596,0.11318504820447957,0.10105338401867249,0.8928156644516326,fit
NO2,4,xgboost,2,2,191,0,"45, 177","53.562, 138.652",132.0,85.09054183959961,0.6446253169666637,1.0,1.0,1.0048591735576161e-14,1.5512887466250633,-38.08939447838526,0.11248499689141202,0.10529850754809367,0.9361115745039682,fit
NO2,5,pls,2,2,195,0,"48, 154","50.545, 122.048",106.0,71.50239582913423,0.6745509040484361,1.0,1.0,1.0048591735576161e-14,1.4824678078382578,-26.932004344522852,0.13596374370794925,0.11572782966495045,0.8511668368998014,fit
NO2,5,random_forest,2,2,195,0,"48, 154","39.675, 114.480",106.0,74.805,0.7057075471698114,1.0,1.0,0.0,1.4170175790388342,-8.220172448365744,0.12210204675528838,0.15363118387971253,1.2582195627532229,fit
NO2,5,xgboost,2,2,195,0,"48, 154","40.153, 118.842",106.0,78.6894416809082,0.7423532234047944,1.0,1.0,1.507288760336424e-14,1.3470676336710863,-6.088451963148046,0.12546685362075863,0.14044169440783041,1.1193529633917128,fit
NO2,6,pls,2,2,107,0,"27, 118","116.603, 112.334",91.0,-4.268629699237195,-0.04690801867293621,0.0,-1.0,0.0,-21.31831674606531,2512.774142317313,0.14562709919080236,6.484621003098034,44.52894440066959,fit
NO2,6,random_forest,2,2,107,0,"27, 118","117.320, 107.660",91.0,-9.659999999999997,-0.10615384615384611,0.0,-1.0,0.0,-9.420289855072468,1132.188405797102,0.12916082518748756,3.0700230502864208,23.768995326795334,fit
NO2,6,xgboost,2,2,107,0,"27, 118","122.641, 110.944",91.0,-11.697265625,-0.1285413804945055,0.0,-1.0,0.0,-7.779595925864085,981.1005606632996,0.13781996125985474,2.732002576013303,19.822981744003012,fit
NO2,7,pls,2,2,123,0,"45, 173","62.310, 153.149",128.0,90.83976929508523,0.7096856976178534,1.0,0.9999999999999999,2.0097183471152322e-14,1.4090744724835542,-42.79873242980338,0.11757265763449874,0.10512640925523252,0.8941399418055327,fit
NO2,7,random_forest,2,2,123,0,"45, 173","42.815, 152.505",128.0,109.69,0.856953125,1.0,1.0,2.0097183471152322e-14,1.1669249703710454,-4.96189260643628,0.1318241008732545,0.11980457880952174,0.9088215130305404,fit
NO2,7,xgboost,2,2,123,0,"45, 173","46.212, 140.637",128.0,94.42525482177734,0.7376973032951355,1.0,0.9999999999999999,1.0048591735576161e-14,1.3555695480154455,-17.643473800806618,0.1333209424912854,0.12549381863121287,0.9412911151555641,fit
NO2,8,pls,2,2,144,0,"44, 157","77.353, 152.425",113.0,75.07175864891886,0.6643518464506094,1.0,1.0,2.0097183471152322e-14,1.5052264930738684,-72.43432592657288,0.24073910782434163,0.21005548844049132,0.8725441011178001,fit
NO2,8,random_forest,2,2,144,0,"44, 157","60.900, 140.205",113.0,79.305,0.7018141592920355,1.0,1.0,0.0,1.4248786331252754,-42.775108757329264,0.19541978375830119,0.22988737599493442,1.176377189523776,fit
NO2,8,xgboost,2,2,144,0,"44, 157","67.542, 133.905",113.0,66.36365509033203,0.5872889831002834,1.0,0.9999999999999998,1.0048591735576161e-14,1.7027392455431831,-71.00592015765625,0.19243230966216818,0.2511949123471471,1.305367652595044,fit
NO2,9,pls,2,2,176,0,"59, 187","52.770, 136.504",128.0,83.73481038701024,0.6541782061485175,1.0,1.0,1.0048591735576161e-14,1.5286354552951447,-21.66554701882194,0.1326317536492991,0.31020904962452645,2.3388746743466267,fit
NO2,9,random_forest,2,2,176,0,"59, 187","53.505, 122.680",128.0,69.17500000000001,0.5404296875000001,1.0,1.0,1.0048591735576161e-14,1.8503794723527283,-40.00455366823272,0.17182661672497962,0.22451470703050586,1.306635207686462,fit
NO2,9,xgboost,2,2,176,0,"59, 187","55.241, 118.828",128.0,63.58707809448242,0.4967740476131439,1.0,1.0,3.6230712748823524e-14,2.0129876043338237,-52.19966553424314,0.172052570540527,0.23893439359950616,1.3887289963111893,fit
NO2,10,pls,2,2,138,0,"67, 193","86.938, 167.787",126.0,80.84882415023611,0.6416573345256834,1.0,1.0,0.0,1.5584642241161404,-68.48947024625693,0.0937224626065149,0.1351097530766782,1.4415941420993599,held
NO2,10,random_forest,2,2,138,0,"67, 193","75.140, 124.330",126.0,49.19,0.39039682539682535,1.0,1.0,2.842170943040401e-14,2.5614962390729814,-125.47082740394379,0.18566883120529887,0.22371336811920484,1.2049053503861353,held
NO2,10,xgboost,2,2,138,0,"67, 193","68.711, 121.124",126.0,52.41278839111328,0.4159745110405816,1.0,1.0,2.0097183471152322e-14,2.4039934502199385,-98.18152407716667,0.1992833634394797,0.182294233172794,0.9147488783134418,held
NO2,11,pls,2,2,182,0,"50, 183","78.627, 188.941",133.0,110.31450342580618,0.8294323565850089,1.0,0.9999999999999999,1.0048591735576161e-14,1.2056438262395057,-44.796019198612015,0.12472404831591001,0.16842312977139667,1.3503661246209913,held
NO2,11,random_forest,2,2,182,0,"50, 183","33.360, 137.160",133.0,103.8,0.7804511278195488,1.0,1.0,1.507288760336424e-14,1.28131021194605,7.255491329479796,0.257063968293055,0.1400433740329466,0.5447802543579192,held
NO2,11,xgboost,2,2,182,0,"50, 183","40.634, 123.758",133.0,83.12361526489258,0.6249895884578389,1.0,0.9999999999999999,2.0097183471152322e-14,1.6000266539919468,-15.015871883145365,0.2591877447290878,0.12911925639447472,0.4981688332889147,held
NO2,12,pls,2,2,144,0,"60, 191","84.341, 142.454",131.0,58.11241834655799,0.44360624692029,1.0,1.0,2.842170943040401e-14,2.2542513928567067,-130.12657334074393,0.17836283798582733,0.15124274290381218,0.8479498566614526,held
NO2,12,random_forest,2,2,144,0,"60, 191","58.425, 98.775",131.0,40.35000000000001,0.3080152671755726,1.0,1.0,2.0097183471152322e-14,3.246592317224286,-129.68215613382887,0.3532057076496466,0.2389322768214699,0.6764677683478226,held
NO2,12,xgboost,2,2,144,0,"60, 191","61.792, 88.800",131.0,27.008438110351562,0.20617128328512643,1.0,1.0,4.0194366942304644e-14,4.850336012203216,-239.711147865143,0.3475386021906975,0.34638613638717747,0.996683920012754,held
NO2,13,pls,2,2,194,0,"61, 181","72.381, 172.450",120.0,100.06929212478846,0.8339107677065705,1.0,1.0,1.0048591735576161e-14,1.1991690702714028,-25.79686536974151,0.14411850894787623,0.1463868892496823,1.0157396875555136,held
NO2,13,random_forest,2,2,194,0,"61, 181","50.055, 136.970",120.0,86.91499999999999,0.7242916666666666,1.0,1.0,0.0,1.3806592647989415,-8.108899499511011,0.2511566141493447,0.14962723146496393,0.5957527018420125,held
NO2,13,xgboost,2,2,194,0,"61, 181","46.422, 126.883",120.0,80.4609146118164,0.6705076217651367,1.0,1.0,1.0048591735576161e-14,1.491407356962568,-8.233573164407574,0.2589187062140269,0.14600717596954133,0.5639112681524414,held
NOx,4,pls,2,2,197,0,"30, 261","29.239, 178.204",231.0,148.96472489209455,0.6448689389268163,1.0,0.9999999999999998,5.0242958677880805e-15,1.5507026926497482,-15.34087590055276,0.09572993185083682,0.17398391800945912,1.8174453344493657,fit
NOx,4,random_forest,2,2,197,0,"30, 261","29.315, 185.225",231.0,155.91,0.6749350649350649,1.0,1.0,5.0242958677880805e-15,1.4816240138541468,-13.43380796613431,0.09026208502095098,0.19996804372665422,2.2154157382940918,fit
NOx,4,xgboost,2,2,197,0,"30, 261","25.719, 189.421",231.0,163.70205688476562,0.7086669129210633,1.0,1.0,1.0048591735576161e-14,1.4111001681708082,-6.291797045182392,0.090485713534672,0.18959510577009003,2.095304312292809,fit
NOx,5,pls,2,2,198,0,"14, 275","22.734, 163.552",261.0,140.8185039012829,0.5395344977060648,1.0,0.9999999999999999,0.0,1.853449601928502,-28.135555114088646,0.09978043434142304,0.23128933456994363,2.3179828399877564,fit
NOx,5,random_forest,2,2,198,0,"14, 275","27.535, 199.475",261.0,171.94,0.6587739463601533,1.0,0.9999999999999999,1.507288760336424e-14,1.5179713853669887,-27.797342096080058,0.09191135272708528,0.1803792666042074,1.9625352173829074,fit
NOx,5,xgboost,2,2,198,0,"14, 275","23.474, 210.287",261.0,186.81235694885254,0.7157561568921553,1.0,1.0,5.0242958677880805e-15,1.3971238533833141,-18.796752835311338,0.09633151065731933,0.16457021703723965,1.708373676632834,fit
NOx,6,pls,2,2,107,0,"23, 417","41.012, 281.426",394.0,240.4140771748513,0.6101880131341403,1.0,1.0,4.4938668397781776e-14,1.638839142158248,-44.211623947296175,0.10165090678516923,0.10958362985388473,1.0780388814974435,fit
NOx,6,random_forest,2,2,107,0,"23, 417","39.555, 335.040",394.0,295.485,0.7499619289340101,1.0,1.0,9.755417961618194e-14,1.3334010186642293,-29.74267729326351,0.09766327365673265,0.09872754040856475,1.0108973077799215,fit
NOx,6,xgboost,2,2,107,0,"23, 417","33.550, 314.035",394.0,280.4847221374512,0.7118901577092669,1.0,1.0,1.1019141097727089e-13,1.4047110908483658,-24.128366822011373,0.0989270602247858,0.11399176636262913,1.1522809441988142,fit
NOx,7,pls,2,2,107,0,"41, 435","21.815, 248.574",394.0,226.75926977701405,0.5755311415660255,1.0,1.0,2.5121479338940402e-14,1.7375254400291715,3.096213710075915,0.321197698232573,0.1506651761653427,0.46907302572339415,fit
NOx,7,random_forest,2,2,107,0,"41, 435","35.440, 279.510",394.0,244.07,0.6194670050761422,1.0,1.0,9.755417961618194e-14,1.6142909820953,-16.210472405457352,0.29289733700256787,0.16604461196799555,0.5669037952589505,fit
NOx,7,xgboost,2,2,107,0,"41, 435","37.942, 238.915",394.0,200.97321701049805,0.5100843071332438,1.0,1.0,8.987733679556355e-14,1.9604602337604957,-33.383433329366824,0.29605759820094457,0.14295444748769373,0.4828602554245731,fit
NOx,8,pls,2,2,105,0,"72, 445","35.378, 173.084",373.0,137.7065474787476,0.36918645436661557,1.0,0.9999999999999998,7.246142549764705e-14,2.70865842495663,-23.826092770773016,0.34990820475561246,0.24483351541940473,0.6997078436340314,fit
NOx,8,random_forest,2,2,105,0,"72, 445","37.745, 208.210",373.0,170.465,0.45701072386058983,1.0,1.0,4.14314051144892e-14,2.188132461209046,-10.591059748335454,0.3212485860048769,0.17777255666557296,0.5533800440225881,fit
NOx,8,xgboost,2,2,105,0,"72, 445","40.658, 204.863",373.0,164.20498657226562,0.44022784603824566,1.0,0.9999999999999998,8.987733679556355e-14,2.2715509911499843,-20.356973640266517,0.33102080174833404,0.1845022823788004,0.5573736798543325,fit
NOx,9,pls,2,2,125,0,"81, 444","20.315, 106.327",363.0,86.0120814653566,0.23694788282467383,1.0,1.0,1.0048591735576161e-14,4.220337350471013,-4.7353201331519585,0.4198521114588329,0.34262692362420183,0.8160657390377252,fit
NOx,9,random_forest,2,2,125,0,"81, 444","21.945, 111.755",363.0,89.81,0.24741046831955923,1.0,1.0,8.28628102289784e-14,4.041866161897341,-7.698752922837173,0.3948734600821519,0.35928900962598537,0.9098839145868063,fit
NOx,9,xgboost,2,2,125,0,"81, 444","21.916, 102.441",363.0,80.52461814880371,0.2218309039911948,1.0,0.9999999999999998,4.14314051144892e-14,4.507938172761057,-17.795639314908897,0.39491615599398555,0.4489049744499884,1.1367095714788258,fit
NOx,10,pls,2,2,110,0,"93, 460","16.304, 88.507",367.0,72.20332216814312,0.19673929746088042,1.0,1.0,5.684341886080802e-14,5.082868612961471,10.128103157172234,0.4585298388959065,0.5893398205830139,1.2852812850785995,held
NOx,10,random_forest,2,2,110,0,"93, 460","37.615, 132.500",367.0,94.88499999999999,0.25854223433242507,1.0,1.0,2.0097183471152322e-14,3.8678400168625178,-52.48880223428364,0.4230235481031335,0.2811329239019282,0.6645798446978837,held
NOx,10,xgboost,2,2,110,0,"93, 460","43.820, 149.090",367.0,105.2700080871582,0.2868392590930741,1.0,1.0,4.4938668397781776e-14,3.4862731244035117,-59.76786219083766,0.42626399613644084,0.2247635807432551,0.5272872745070207,held
NOx,11,pls,2,2,142,0,"19, 452","-10.971, 166.358",433.0,177.3285808424398,0.4095348287354268,1.0,1.0,9.102853919755885e-14,2.441794762823538,45.78893590488187,0.3946415121166926,0.1291917043181127,0.3273647103802695,held
NOx,11,random_forest,2,2,142,0,"19, 452","31.360, 199.485",433.0,168.125,0.3882794457274827,1.0,0.9999999999999997,4.14314051144892e-14,2.57546468401487,-61.766572490706324,0.35848952786713284,0.18817824685217155,0.5249197876762418,held
NOx,11,xgboost,2,2,142,0,"19, 452","25.904, 221.600",433.0,195.69582557678223,0.4519534077985733,1.0,0.9999999999999998,3.014577520672848e-14,2.212617457341267,-38.31637967020055,0.35622316762924944,0.20311815745532355,0.5701991782486343,held
NOx,12,pls,2,2,159,0,"59, 456","-8.408, 120.053",397.0,128.4606199363287,0.32357838774893877,1.0,1.0,3.014577520672848e-14,3.090441258938127,84.9839062297334,0.41487345943310067,0.2259776588102116,0.5446905644892212,held
NOx,12,random_forest,2,2,159,0,"59, 456","36.165, 106.705",397.0,70.53999999999999,0.17768261964735516,1.0,1.0,6.029155041345696e-14,5.628012475191382,-144.53707116529642,0.37966354168545574,0.4195450396843639,1.1050443185085947,held
NOx,12,xgboost,2,2,159,0,"59, 456","37.471, 121.202",397.0,83.73104858398438,0.21090944227703873,1.0,1.0,4.4938668397781776e-14,4.741371411368375,-118.66400368626438,0.3870422533581194,0.31777017113878053,0.8210219126766933,held
NOx,13,pls,2,2,174,0,"93, 408","40.031, 146.871",315.0,106.83925305789874,0.3391722319298373,1.0,0.9999999999999999,4.4938668397781776e-14,2.9483545699191103,-25.02705449233582,0.35562241604763006,0.1649244092435422,0.46376269267979203,held
NOx,13,random_forest,2,2,174,0,"93, 408","49.170, 173.960",315.0,124.79,0.39615873015873015,1.0,1.0,5.0242958677880804e-14,2.52424072441702,-31.11691641958481,0.32199261808799395,0.11590432955468885,0.35995958616360135,held
NOx,13,xgboost,2,2,174,0,"93, 408","48.411, 173.060",315.0,124.64874267578125,0.39571029420882936,1.0,0.9999999999999999,4.0194366942304644e-14,2.5271013027330214,-29.340145281295804,0.3319397410356828,0.13482891157552904,0.4061849031840849,held
CO,4,pls,3,3,201,1,"0.6, 0.7, 4.1","0.648, 0.575, 3.371",3.4999999999999996,2.723578695936806,0.7781653416962303,0.6666666666666666,0.998860754279683,0.07763357706773528,1.2488035289760246,-0.11248607034605085,0.05838235202647815,0.09154857391360777,1.5680864291333747,fit
CO,4,random_forest,3,3,201,1,"0.6, 0.7, 4.1","0.738, 0.574, 3.890",3.4999999999999996,3.1515000000000044,0.9004285714285728,0.6666666666666666,0.9976119613813466,0.11236365604644075,1.0636287218886613,-0.04450947520858883,0.05468793442593044,0.06345696851965432,1.1603467782386387,fit
CO,4,xgboost,3,3,201,1,"0.6, 0.7, 4.1","0.636, 0.586, 3.685",3.4999999999999996,3.0489339232444763,0.8711239780698505,0.6666666666666666,0.9992337283696318,0.06367556135830872,1.1217439490345587,-0.0352331167930966,0.05684906063685379,0.08299447459183239,1.4599093399624126,fit
CO,5,pls,3,3,139,1,"0.4, 0.7, 3.8","0.353, 0.576, 2.789",3.4,2.4362724994392466,0.7165507351291902,1.0,0.9999951050514863,0.004808934987318422,1.397637076007161,-0.09851415582756662,0.08221747214460884,0.14668513059797192,1.7841114153932347,fit
CO,5,random_forest,3,3,139,1,"0.4, 0.7, 3.8","0.454, 0.845, 3.203",3.4,2.749,0.8085294117647059,1.0,0.9986447588915148,0.07999014116243915,1.2640272686319254,-0.26418226809462353,0.07339079882735973,0.10632415540746747,1.4487395846116657,fit
CO,5,xgboost,3,3,139,1,"0.4, 0.7, 3.8","0.536, 0.800, 3.090",3.4,2.554113805294037,0.7512099427335402,1.0,0.999895657383471,0.022202143512843865,1.340050112760788,-0.34353707767276465,0.06901079027550669,0.10954525267887913,1.5873641243861967,fit
CO,6,pls,3,3,134,1,"0.5, 0.7, 3.5","0.117, 0.194, 3.464",3.0,3.3467126005277645,1.115570866842588,1.0,0.9992158195782189,0.05422540494201074,0.8772510779089208,0.46305996611161127,0.06155537155623999,0.06991091099050344,1.135740216052947,fit
CO,6,random_forest,3,3,134,1,"0.5, 0.7, 3.5","0.451, 0.701, 3.859",3.0,3.4070000000000022,1.1356666666666675,1.0,0.9999806723855085,0.008514653771234872,0.883245293504149,0.09120540386798504,0.04761807771896754,0.04816685216705436,1.0115244981396683,fit
CO,6,xgboost,3,3,134,1,"0.5, 0.7, 3.5","0.375, 0.637, 3.859",3.0,3.4837470948696136,1.1612490316232045,1.0,0.9999689532403605,0.010791572508105952,0.86448351435931,0.16316650017573275,0.052885421736398215,0.05337892159482573,1.0093314914058418,fit
CO,7,pls,3,3,139,1,"0.6, 0.8, 6.1","0.820, 0.286, 4.726",5.5,3.906228561426351,0.7102233748047911,0.6666666666666666,0.9898767233839008,0.36148012896218923,1.273742111672527,0.02406313069111743,0.08577101362679913,0.09187428879864151,1.0711577829591536,fit
CO,7,random_forest,3,3,139,1,"0.6, 0.8, 6.1","0.886, 0.589, 4.976",5.5,4.0900000000000025,0.7436363636363641,0.6666666666666666,0.9957179418680016,0.23544347057716236,1.2669842242761045,-0.22401608219362723,0.059380639726978324,0.10251323527060653,1.7263747198067292,fit
CO,7,xgboost,3,3,139,1,"0.6, 0.8, 6.1","0.869, 0.478, 4.622",5.5,3.7537821531295776,0.6825058460235596,0.6666666666666666,0.9930914284449516,0.29886050872090963,1.3536054368565669,-0.19304004624518134,0.06978577247227824,0.12857129853453486,1.8423712166489041,fit
CO,8,pls,3,3,141,1,"0.5, 1.3, 6.8","0.354, 1.066, 5.728",6.3,5.3738247917483655,0.8529880621822803,1.0,0.9999856906723724,0.014981062995193473,1.1750170848993915,0.06654085559210987,0.058881844249911656,0.06581652740395731,1.1177728592299665,fit
CO,8,random_forest,3,3,141,1,"0.5, 1.3, 6.8","0.707, 1.392, 6.257",6.3,5.549500000000005,0.8808730158730168,1.0,0.9999943395664668,0.009422340686692768,1.1335793514603756,-0.2907296869343017,0.048617904578622036,0.05871010760429603,1.2075820238067536,fit
CO,8,xgboost,3,3,141,1,"0.5, 1.3, 6.8","0.741, 1.263, 6.018",6.3,5.277320384979248,0.8376699023776585,1.0,0.9996362487097987,0.0755261495054225,1.179056780021289,-0.28638072347203547,0.05331421583833819,0.06322163790830623,1.1858307754166315,fit
CO,9,pls,3,3,202,1,"0.7, 1, 5.1","0.138, 0.324, 4.386",4.3999999999999995,4.2484026004093405,0.9655460455475775,1.0,0.9997519400339608,0.044705303592276154,1.0236707377138905,0.6121209578905971,0.1327562316483089,0.09061604547964738,0.6825747036847417,fit
CO,9,random_forest,3,3,202,1,"0.7, 1, 5.1","0.511, 0.763, 4.741",4.3999999999999995,4.229500000000006,0.9612500000000015,1.0,0.9999686226618316,0.015900555072955114,1.0361377741396611,0.18938311914566697,0.09124222641344396,0.07910276837251223,0.8669535091578711,fit
CO,9,xgboost,3,3,202,1,"0.7, 1, 5.1","0.412, 0.691, 4.458",4.3999999999999995,4.045772284269333,0.919493700970303,1.0,0.999999654698761,0.0016680408178168403,1.0880049253167763,0.24987347091261647,0.09634483265133527,0.08004370112519343,0.8308042987096733,fit
CO,10,pls,3,3,146,1,"0.7, 1.1, 4.8","0.355, 0.241, 3.869",4.1,3.5142232402098186,0.8571276195633705,0.6666666666666666,0.993266713497137,0.2138262772087456,1.088643169465316,0.5797761760106985,0.17565509530075818,0.10287685344123892,0.5856753159655989,held
CO,10,random_forest,3,3,146,1,"0.7, 1.1, 4.8","0.561, 0.765, 4.035",4.1,3.474000000000001,0.847317073170732,1.0,0.9993432040709355,0.06688422852800123,1.1587851385016614,0.12925095749753002,0.13009432826443798,0.09329863532226232,0.7171614363742099,held
CO,10,xgboost,3,3,146,1,"0.7, 1.1, 4.8","0.596, 0.778, 4.026",4.1,3.4306180477142334,0.8367361091985935,1.0,0.9991479528460963,0.076176164832383,1.1701826421498434,0.09353289601121428,0.1293286642113204,0.09544518860217567,0.7380049054416907,held
CO,11,pls,3,3,189,1,"0.5, 0.8, 5.7","-0.493, 0.140, 4.046",5.2,4.539501359272441,0.8729810306293155,1.0,0.9969756277823615,0.18525208700920645,1.1839110544760127,0.8756461063120022,0.1442547854127872,0.13045136574343955,0.904312223474258,held
CO,11,random_forest,3,3,189,1,"0.5, 0.8, 5.7","0.343, 0.745, 4.665",5.2,4.321000000000003,0.8309615384615391,1.0,0.999462485712194,0.07814671806975976,1.2222704476613173,-0.01057396179852077,0.09997768915832106,0.11167836235976288,1.1170328430267382,held
CO,11,xgboost,3,3,189,1,"0.5, 0.8, 5.7","0.394, 0.482, 4.118",5.2,3.7239767611026764,0.71614937713513,1.0,0.9995339124017731,0.07277081986411545,1.3732940256844846,0.04721018012100675,0.1093478810070328,0.14165305164045555,1.2954348116845997,held
CO,12,pls,3,3,189,1,"0.4, 1, 5.4","-0.358, 0.320, 3.872",5.0,4.230903076064804,0.8461806152129607,1.0,0.9992140351663172,0.08836104556471212,1.2004628640195436,0.7325665826298005,0.16441286544505976,0.09858599207093634,0.5996245598181601,held
CO,12,random_forest,3,3,189,1,"0.4, 1, 5.4","0.316, 0.928, 4.439",5.0,4.123000000000004,0.8246000000000008,1.0,0.9996084953870635,0.0623692571032553,1.2266424737065946,-0.05720749977047834,0.09435807578217419,0.08053434260162172,0.8534970847385169,held
CO,12,xgboost,3,3,189,1,"0.4, 1, 5.4","0.323, 0.966, 4.007",5.0,3.6836891770362854,0.7367378354072571,1.0,0.9985409169977039,0.12037219053120517,1.3854914830871377,-0.17898208731801946,0.09286004125027851,0.076712118364639,0.8261047198749647,held
CO,13,pls,3,3,209,1,"0.5, 0.7, 4.9","-0.381, -0.163, 3.389",4.4,3.770589694654979,0.856952203330677,1.0,0.9999359149659438,0.022966805039787656,1.1737101026932748,0.9202533661907586,0.11746482053839877,0.14438302131881212,1.229159680805147,held
CO,13,random_forest,3,3,209,1,"0.5, 0.7, 4.9","0.466, 0.633, 3.463",4.4,2.997499999999998,0.6812499999999995,1.0,0.9999564540506642,0.01893208238151772,1.4749516810222942,-0.20982234822140455,0.07867302544505335,0.14023906592919627,1.782555903193805,held
