gas_id,target_batch,model,budget,frozen_nrmse,light_nrmse,mae_f,mae_l,slope,d_ref,seed,ratio,mae_ratio
CO,6,pls,4,0.0615553715562399,0.0667282558719032,0.2121128584138461,0.2348401228034121,1.0833085619038898,0.3747772244817028,20260826,1.0840362779865136,1.1071470374757932
CO,6,random_forest,4,0.0476180777189675,0.0480469261026509,0.1554291044776117,0.163940743582896,1.062269359406649,-0.1780790571040862,20260826,1.0090059994906635,1.054762196140108
CO,6,xgboost,4,0.0528854217363982,0.0603050613115549,0.1712450648866482,0.2170866281692124,1.1072517225946534,0.0458829287290372,20260826,1.1402965000853942,1.2676956752762947
CO,6,pls,5,0.0615553715562399,0.0660555552188679,0.2121128584138461,0.2309894332560833,1.080598921239554,0.3923065833043839,20260826,1.0731078953607878,1.0889930718174932
CO,6,random_forest,5,0.0476180777189675,0.046767899367558,0.1554291044776118,0.1536069613760357,1.0473767612640248,-0.2377153120693647,20260826,0.9821458909696632,0.988276693044715
CO,6,xgboost,5,0.0528854217363982,0.0544477253591393,0.1712450648866482,0.1846845616575305,1.0863844926470363,-0.0035632188771165,20260826,1.0295412908027515,1.0784810749423832
CO,6,pls,6,0.0615553715562399,0.0636263967871017,0.2121128584138461,0.2160572610029002,1.0880039893429694,0.2792826837567097,20260826,1.0336449147897615,1.0185957731113042
CO,6,random_forest,6,0.0476180777189675,0.0468849137340168,0.1554291044776117,0.1518334416335573,1.051021698228689,-0.2649421633168643,20260826,0.9846032427163968,0.976866219128398
CO,6,xgboost,6,0.0528854217363982,0.0548348647598082,0.1712450648866482,0.1872983531370084,1.08535562276299,-0.089651375643048,20260826,1.036861633308453,1.0937445307459595
CO,6,pls,8,0.0615553715562399,0.0669461362266375,0.2121128584138461,0.234632354920227,1.1074910390545476,0.4360623341562472,20260826,1.0875758611167239,1.1061675217371494
CO,6,random_forest,8,0.0476180777189675,0.0474264863106255,0.1554291044776118,0.1589663158785927,1.060910130079732,-0.3020430790700644,20260826,0.9959764984745346,1.0227577158915588
CO,6,xgboost,8,0.0528854217363982,0.0557472910900461,0.1712450648866482,0.192685422965668,1.087107509509636,-0.1891455178918012,20260826,1.0541145226734239,1.1252027793806016
CO,6,pls,10,0.0615553715562399,0.0648486681344791,0.2121128584138461,0.2222412999730857,1.1065798065736585,0.3380948355199334,20260826,1.053501367873806,1.0477502478396588
CO,6,random_forest,10,0.0476180777189675,0.0478745289687954,0.1554291044776118,0.1595158785551299,1.0798472016191891,-0.2488122133439887,20260826,1.0053855859394707,1.0262934930446488
CO,6,xgboost,10,0.0528854217363982,0.054978638268167,0.1712450648866482,0.1875739287335481,1.0935373375074453,-0.2279880645318784,20260826,1.039580218197034,1.095353777685263
CO,6,pls,20,0.0615553715562399,0.0622015434117364,0.2121128584138461,0.2086313981518972,1.0745901885491544,0.4093454253995537,20260826,1.0104974080922593,0.9835867552397208
CO,6,random_forest,20,0.0476180777189675,0.0473345133393288,0.1554291044776118,0.1611582709982187,1.0342006828343673,-0.4124096746693975,20260826,0.9940450267372775,1.0368603199501296
