gas_id,target_batch,model,budget,frozen_nrmse,light_nrmse,slope,d_ref,n_reference,n_test,ratio,delta_nrmse,window_set
CO,6,pls,3,0.0615553715562399,0.0699109109905034,1.0763310846306149,0.552836603401038,3,134,1.135740216052948,-0.008355539434263495,fit
CO,6,random_forest,3,0.0476180777189675,0.0481668521670543,1.0609435215048366,-0.2283072655646464,3,134,1.0115244981396678,-0.0005487744480867987,fit
CO,6,xgboost,3,0.0528854217363982,0.0533789215948257,1.101908825143309,-0.1362956158296344,3,134,1.0093314914058413,-0.0004934998584274972,fit
CO,7,pls,3,0.0857710136267991,0.0918742887986415,0.8230950256875804,1.2372196499572057,3,139,1.0711577829591539,-0.006103275171842393,fit
CO,7,random_forest,3,0.0593806397269783,0.1025132352706065,0.7957660757198276,0.5540908302762679,3,139,1.7263747198067292,-0.0431325955436282,fit
CO,7,xgboost,3,0.0697857724722782,0.1285712985345348,0.7763184818817279,1.1214488118557948,3,139,1.8423712166489044,-0.05878552606225661,fit
CO,8,pls,3,0.0588818442499116,0.0658165274039573,0.9101446311493891,0.4370830396868597,3,141,1.1177728592299672,-0.006934683154045697,fit
CO,8,random_forest,3,0.048617904578622,0.058710107604296,0.8824471108734754,-0.3350107055801777,3,141,1.2075820238067538,-0.010092203025673999,fit
CO,8,xgboost,3,0.0533142158383381,0.0632216379083062,0.8764767838487425,-0.016894195728698,3,141,1.185830775416633,-0.009907422069968107,fit
CO,9,pls,3,0.1327562316483089,0.0906160454796473,1.0157107441621342,1.13397350702384,3,202,0.682574703684741,0.04214018616866161,fit
CO,9,random_forest,3,0.0912422264134439,0.0791027683725122,1.019691698407876,-0.2253240495063173,3,202,0.8669535091578713,0.012139458040931694,fit
CO,9,xgboost,3,0.0963448326513352,0.0800437011251934,1.0452430045237515,0.3269799540148276,3,202,0.8308042987096736,0.016301131526141793,fit
CO,10,pls,3,0.1756550953007581,0.1028768534412389,1.0497498623648391,1.655982183090952,3,146,0.585675315965599,0.0727782418595192,held
CO,10,random_forest,3,0.1300943282644379,0.0932986353222623,1.034908481206156,0.4967698550298949,3,146,0.7171614363742103,0.03679569294217559,held
CO,10,xgboost,3,0.1293286642113204,0.0954451886021756,1.037353900598748,0.5643356476474488,3,146,0.7380049054416902,0.033883475609144786,held
CO,11,pls,3,0.1442547854127872,0.1304513657434395,0.8398659069692201,2.2516746847502267,3,189,0.9043122234742577,0.0138034196693477,held
CO,11,random_forest,3,0.099977689158321,0.1116783623597629,0.8537719256908715,0.4618329382269323,3,189,1.117032843026739,-0.0117006732014419,held
CO,11,xgboost,3,0.1093478810070328,0.1416530516404555,0.8245599264178788,1.362469346852664,3,189,1.2954348116845993,-0.0323051706334227,held
CO,12,pls,3,0.1644128654450597,0.0985859920709363,0.7740396050181362,2.045934514561378,3,189,0.59962455981816,0.0658268733741234,held
CO,12,random_forest,3,0.0943580757821741,0.0805343426016217,0.8603202381082767,0.4023114733967335,3,189,0.8534970847385175,0.013823733180552397,held
CO,12,xgboost,3,0.0928600412502785,0.076712118364639,0.8496428975895166,1.1207035251658566,3,189,0.8261047198749648,0.0161479228856395,held
CO,13,pls,3,0.1174648205383987,0.1443830213188121,0.8591760390843296,2.676530088684409,3,209,1.2291596808051475,-0.02691820078041339,held
CO,13,random_forest,3,0.0786730254450533,0.1402390659291963,0.7317057962156399,1.3697080432676785,3,209,1.7825559031938065,-0.061566040484143006,held
CO,13,xgboost,3,0.0867562096347296,0.1780750815181326,0.6674207280573443,2.272404562385529,3,209,2.052591765683213,-0.09131887188340299,held
NO2,4,pls,3,0.1409191149857765,0.117859290396445,0.7777169383453091,0.8872883306743107,3,191,0.8363612729780554,0.023059824589331507,fit
