gas_id,model,budget,strategy,n_temporal_windows,nrmse_median,nrmse_q1,nrmse_q3,mae_median,mae_q1,mae_q3,delta_nrmse_median,delta_nrmse_q1,delta_nrmse_q3,calibration_slope_median,recovered_loss_median,recovered_loss_q1,recovered_loss_q3,recovered_loss_min,recovered_loss_max,oracle_denominator_median,oracle_denominator_min,oracle_denominator_max,n_recovered_loss_abs_gt_5
Diacetyl,pls,0,frozen,4,0.3067139576241159,0.18614699238080795,0.42536526724792445,0.2168964371349976,0.1363398888948469,0.29589738006249533,0.0,0.0,0.0,1.3735305599713887,0.0,0.0,0.0,0.0,0.0,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,0,calibrator_update,4,0.3067139576241159,0.18614699238080795,0.42536526724792445,0.2168964371349976,0.1363398888948469,0.29589738006249533,0.0,0.0,0.0,1.3735305599713887,0.0,0.0,0.0,0.0,0.0,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,0,full_retrain,4,0.30671395762411574,0.18614699238080779,0.4253652672479243,0.21689643713499746,0.13633988889484683,0.2958973800624952,-1.3877787807814457e-16,-1.734723475976807e-16,-8.326672684688674e-17,1.3735305599713883,8.863647279804291e-16,7.37197620030416e-16,1.2206380075776296e-15,5.523787546529214e-16,1.9607753878966865e-15,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,2,frozen,4,0.3067139576241159,0.18614699238080795,0.42536526724792445,0.2168964371349976,0.1363398888948469,0.29589738006249533,0.0,0.0,0.0,1.3735305599713887,0.0,0.0,0.0,0.0,0.0,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,2,calibrator_update,4,0.46992925575636557,0.24967293871227458,1.3623378172065561,0.35695553061753216,0.17972196742660138,1.0328409352713925,0.171095759008769,0.071406407207986,0.9369725499586317,0.6576606076850708,-1.9619145908096103,-4.426937656357287,-1.2230598266033819,-9.776153421036922,-1.0523489659480914,0.13255007417696524,0.028498662641814998,0.30148417601327226,1
Diacetyl,pls,2,full_retrain,4,0.2508835264173989,0.18436016380494505,0.3136375213076336,0.17601227627003874,0.13326624421418581,0.2148759576952928,-0.043571619254120494,-0.0924927819697341,-0.008762980593823105,1.215789701708541,0.39455696966732107,0.2619126260384586,0.44289411522244565,-0.0300458918756874,0.4819310389153781,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,5,frozen,4,0.3067139576241159,0.18614699238080795,0.42536526724792445,0.2168964371349976,0.1363398888948469,0.29589738006249533,0.0,0.0,0.0,1.3735305599713887,0.0,0.0,0.0,0.0,0.0,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,5,calibrator_update,4,0.24828618640877081,0.2034027389554359,0.2898512069447688,0.17671175728708927,0.1399448014824995,0.21289320860789585,-0.06288371787955276,-0.17267540774632376,0.049961147353588455,0.7961307959289451,-0.3398306185058442,-1.3336019276752675,0.6503764136107755,-1.7004286799041526,1.0065103346812494,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,5,full_retrain,4,0.23207044591493087,0.17803492835724927,0.2777580556687112,0.1618726112530414,0.12734826950177341,0.19024382521478703,-0.07154177991995264,-0.14015127986667142,-0.01246626394686804,1.1745513004112065,0.5476158829899744,0.4115742556759978,0.5900749605324549,0.1048179618195323,0.616083605074432,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
Diacetyl,pls,10,frozen,4,0.3067139576241159,0.18614699238080795,0.42536526724792445,0.2168964371349976,0.1363398888948469,0.29589738006249533,0.0,0.0,0.0,1.3735305599713887,0.0,0.0,0.0,0.0,0.0,0.13255007417696524,0.028498662641814998,0.30148417601327226,0
